,Country,EdLevel,Experience,Salary
50500,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,95000.0
50501,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,107090.0
50503,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,80000.0
50505,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,138000.0
50506,other,"Associate degree (A.A., A.S., etc.)",1,48562.0
50509,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,48184.0
50511,France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,69608.0
50512,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,59815.0
50513,other,"Associate degree (A.A., A.S., etc.)",10,69000.0
50518,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,47348.0
50522,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,85672.0
50525,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,64254.0
50526,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,40979.0
50532,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,69608.0
50533,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,25476.0
50536,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,34489.0
50538,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,15042.0
50541,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,107090.0
50544,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,140000.0
50545,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,106019.0
50546,United States of America,Some college/university study without earning a degree,27,187000.0
50548,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5,61688.0
50549,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,43907.0
50552,United States of America,Some college/university study without earning a degree,11,150000.0
50554,other,Some college/university study without earning a degree,1,15794.0
50557,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,117798.0
50563,Germany,Some college/university study without earning a degree,40,64254.0
50567,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,98069.0
50568,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,140000.0
50571,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,93000.0
50572,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,175000.0
50578,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,34157.0
50579,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",13,180000.0
50580,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,151017.0
50583,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,122680.0
50584,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,111724.0
50587,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,96000.0
50588,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,80000.0
50594,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,83173.0
50595,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,80000.0
50597,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,200000.0
50598,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,53545.0
50601,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,107090.0
50602,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22,12974.0
50603,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",19,130000.0
50604,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,107090.0
50609,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,173000.0
50614,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,64499.0
50615,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,163000.0
50620,other,Some college/university study without earning a degree,10,106000.0
50622,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,28204.0
50624,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,143000.0
50630,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,47297.0
50632,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,110000.0
50635,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,52000.0
50636,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,65000.0
50637,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,18205.0
50643,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,147000.0
50646,other,Something else,8,26731.0
50650,United States of America,Some college/university study without earning a degree,12,125000.0
50654,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,109000.0
50657,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,150000.0
50660,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,47852.0
50664,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,139000.0
50668,United States of America,Some college/university study without earning a degree,2,65000.0
50670,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,170000.0
50672,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,200000.0
50673,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,103000.0
50674,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,3,26069.0
50679,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,150000.0
50681,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,16,100552.0
50682,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,15473.0
50683,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,48190.0
50686,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6,80000.0
50687,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,100000.0
50688,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,37481.0
50692,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",7,64254.0
50693,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,105000.0
50700,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34,90000.0
50702,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,20400.0
50704,Denmark,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,129406.0
50706,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29,150000.0
50707,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,200000.0
50708,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,24345.0
50709,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,155000.0
50712,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,86207.0
50717,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,82113.0
50718,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,121238.0
50719,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,120000.0
50722,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,15240.0
50723,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,78813.0
50728,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,11973.0
50736,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,44620.0
50740,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23,96381.0
50744,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,91026.0
50751,Germany,Some college/university study without earning a degree,7,66717.0
50760,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,67035.0
50763,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,87813.0
50764,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,80317.0
50771,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,10258.0
50772,other,Some college/university study without earning a degree,8,13487.0
50774,Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,73892.0
50776,Spain,Primary/elementary school,1,42836.0
50777,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,74483.0
50780,United States of America,Some college/university study without earning a degree,40,58500.0
50788,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,115000.0
50791,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,18259.0
50796,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",38,145000.0
50799,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,48562.0
50800,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,93104.0
50802,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,72843.0
50809,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,109264.0
50810,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,62069.0
50812,Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,80317.0
50819,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,85935.0
50822,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,125000.0
50826,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,65325.0
50830,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,140000.0
50842,other,Some college/university study without earning a degree,2,24000.0
50843,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,105000.0
50844,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,180000.0
50845,France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8,74963.0
50849,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,182000.0
50852,United States of America,"Associate degree (A.A., A.S., etc.)",33,135000.0
50855,United States of America,Something else,18,150000.0
50856,other,Some college/university study without earning a degree,5,45500.0
50857,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year,21971.0
50863,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,87257.0
50864,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,93323.0
50865,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,71392.0
50866,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,110000.0
50868,United States of America,Some college/university study without earning a degree,1,85000.0
50871,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1,140000.0
50880,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,89240.0
50881,other,Some college/university study without earning a degree,20,122082.0
50884,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,138818.0
50885,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,60702.0
50886,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,70000.0
50890,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,169000.0
50891,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,66396.0
50892,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,115000.0
50894,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,46242.0
50905,United States of America,Some college/university study without earning a degree,15,77000.0
50906,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,113000.0
50913,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,66173.0
50915,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,100000.0
50916,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,81500.0
50923,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,110394.0
50926,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,67226.0
50928,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,38546.0
50931,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13,56805.0
50932,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,53091.0
50941,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,150000.0
50943,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,39425.0
50945,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,115000.0
50946,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,115682.0
50947,other,Some college/university study without earning a degree,10,74463.0
50948,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,70634.0
50950,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35,140000.0
50954,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,135000.0
50955,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,111167.0
50956,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,175000.0
50959,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,99156.0
50962,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,41979.0
50965,United States of America,Some college/university study without earning a degree,10,160000.0
50966,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16,186000.0
50967,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,99156.0
50968,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,100159.0
50969,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,132208.0
50970,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,13638.0
50973,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,100000.0
50975,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,105766.0
50977,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,85504.0
50980,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,60863.0
50982,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,89222.0
50983,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,95000.0
50985,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",17,140730.0
50986,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,42458.0
50987,United States of America,"Associate degree (A.A., A.S., etc.)",1,33000.0
50989,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,110000.0
50990,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,32715.0
50991,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,85935.0
50992,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,145000.0
50993,Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15,93868.0
50995,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,85504.0
50997,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,49655.0
50998,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,160000.0
51003,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,151755.0
51005,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,180000.0
51009,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,160000.0
51010,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,132208.0
51013,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,112551.0
51016,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,43010.0
51018,United Kingdom of Great Britain and Northern Ireland,"Associate degree (A.A., A.S., etc.)",2,62069.0
51020,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,120000.0
51021,Canada,Primary/elementary school,10,74351.0
51023,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,185000.0
51026,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,132208.0
51027,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,145000.0
51029,United States of America,"Associate degree (A.A., A.S., etc.)",2,100000.0
51030,United States of America,Some college/university study without earning a degree,5,80000.0
51031,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,52000.0
51032,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,165000.0
51034,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,175000.0
51035,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,82380.0
51039,United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",40,175000.0
51040,Israel,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,106912.0
51047,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,125000.0
51050,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,140000.0
51051,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,23085.0
51054,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,183000.0
51057,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,37532.0
51058,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,147000.0
51059,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,44832.0
51064,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,170000.0
51065,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,138000.0
51071,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,50079.0
51075,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18,175000.0
51077,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,85000.0
51079,Brazil,Some college/university study without earning a degree,3,18056.0
51085,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,118987.0
51086,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,141268.0
51087,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,15288.0
51089,United States of America,"Associate degree (A.A., A.S., etc.)",25,120000.0
51090,United Kingdom of Great Britain and Northern Ireland,Something else,10,126621.0
51091,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,139000.0
51095,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,75000.0
51098,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,32460.0
51101,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,62000.0
51105,other,Some college/university study without earning a degree,10,21505.0
51107,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,85504.0
51108,United States of America,Some college/university study without earning a degree,1,30000.0
51109,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,56879.0
51114,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,130000.0
51115,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7,100000.0
51117,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,63645.0
51120,other,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",23,90000.0
51121,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,14813.0
51124,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,130000.0
51127,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,28138.0
51128,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,160000.0
51130,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,80000.0
51131,United States of America,Some college/university study without earning a degree,17,40000.0
51132,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,99156.0
51136,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,185000.0
51141,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,112377.0
51142,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,128000.0
51144,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,47676.0
51146,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,150000.0
51147,Australia,Some college/university study without earning a degree,30,112377.0
51149,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,103756.0
51151,Australia,Some college/university study without earning a degree,20,105766.0
51153,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,102000.0
51155,United States of America,Some college/university study without earning a degree,17,140000.0
51156,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,25000.0
51158,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27,190000.0
51159,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,70344.0
51162,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,118962.0
51168,other,Some college/university study without earning a degree,11,69074.0
51171,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,110000.0
51172,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,42836.0
51173,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,74963.0
51174,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,80000.0
51178,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,168361.0
51183,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,17921.0
51186,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,73500.0
51192,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,26657.0
51193,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,38774.0
51194,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24,185091.0
51197,United States of America,Some college/university study without earning a degree,7,113000.0
51199,other,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,46594.0
51208,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,72843.0
51211,Germany,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9,85672.0
51213,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26,107810.0
51214,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,180000.0
51217,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year,26075.0
51218,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,36351.0
51219,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,140000.0
51221,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,41329.0
51225,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3,120000.0
51228,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,170000.0
51230,Australia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",27,71392.0
51234,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,180000.0
51235,France,"Associate degree (A.A., A.S., etc.)",2,47119.0
51237,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,46529.0
51238,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,20262.0
51244,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25,96345.0
51245,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,27869.0
51246,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,185000.0
51258,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,61878.0
51260,United States of America,Some college/university study without earning a degree,10,115000.0
51261,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,17748.0
51262,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,96657.0
51263,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,175000.0
51264,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,57682.0
51265,Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,58049.0
51266,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2,30781.0
51269,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,74351.0
51271,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,72000.0
51272,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,85935.0
51273,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,39569.0
51276,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,42542.0
51278,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,110000.0
51284,India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,33927.0
51286,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,140000.0
51301,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,142784.0
51303,other,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,57682.0
51304,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,125000.0
51309,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,105000.0
51315,Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,124910.0
51316,Canada,Some college/university study without earning a degree,20,156138.0
51320,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,52883.0
51322,France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,81388.0
51325,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8,82054.0
51326,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,76034.0
51327,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,165000.0
51334,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1,35716.0
51339,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,12000.0
51340,United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,160000.0
51342,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,23022.0
51345,Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17,99156.0
51346,United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4,190000.0
51348,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11,29995.0
51353,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,105000.0
51354,other,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40,84983.0
51355,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,121169.0
